FISCAL YEAR,Month,FUND,ACCOUNT GROUP NAME,EXPENDITURE
2019,1,339,NOT DEF,2493.74
2018,5,44D,NOT DEF,2490.93
2018,2,339,NOT DEF,2490.53
2015,6,100,EXPENSES,2489.21
2015,2,100,EXPENSES,2486.96
2018,1,339,NOT DEF,2483.59
2014,8,100,EXPENSES,2483.12
2016,10,44D,NOT DEF,2482.61
2018,11,44D,NOT DEF,2478.8
2015,4,100,EXPENSES,2476.9
2015,2,100,EXPENSES,2476.77
2020,12,100,EXPENSES,2475
2018,8,863,NOT DEF,2472.65
2013,10,100,SALARIES AND BENEFITS,2470.33
2016,11,100,EXPENSES,2466.26
2019,1,44D,SPECIAL,2465.55
2019,1,44D,SPECIAL,2465.55
2015,5,100,EXPENSES,2464.71
2015,3,863,NOT DEF,2463.72
2016,5,44D,NOT DEF,2461.22
2019,4,100,EXPENSES,2460.76
2014,9,100,EXPENSES,2458.05
2016,7,339,NOT DEF,2457.98
2019,12,100,EXPENSES,2457.72
2018,10,100,EXPENSES,2456.07
2011,6,44F,NOT DEF,2455
2012,9,44D,NOT DEF,2454.72
2013,9,339,NOT DEF,2454.69
2017,7,100,SALARIES AND BENEFITS,2454.42
2015,8,100,EXPENSES,2453.54
2015,1,100,EXPENSES,2453
2019,4,100,EXPENSES,2449.59
2020,4,100,EXPENSES,2445.78
2014,5,100,EXPENSES,2444.12
2013,9,100,EXPENSES,2443.55
2019,8,339,NOT DEF,2442.27
2012,6,100,SALARIES AND BENEFITS,2441.93
2018,8,44D,NOT DEF,2441.37
2020,3,100,EXPENSES,2439.61
2019,4,100,EXPENSES,2437.76
2015,8,44D,NOT DEF,2436.88
2018,9,44D,NOT DEF,2436.74
2020,3,44D,NOT DEF,2434.22
2017,9,100,EXPENSES,2430.87
2016,11,44E,NOT DEF,2430.85
2012,5,670,NOT DEF,2424.49
2019,11,100,EXPENSES,2423.08
2019,11,100,EXPENSES,2423.08
2013,11,100,EXPENSES,2421.05
2018,8,100,EXPENSES,2420.81
2012,7,100,EXPENSES,2419.92
2014,8,44D,NOT DEF,2419.82
2017,5,44D,NOT DEF,2418.09
2015,6,100,EXPENSES,2415.56
2014,11,100,SALARIES AND BENEFITS,2415.45
2015,9,100,EXPENSES,2413.43
2019,4,100,EXPENSES,2411.21
2014,7,339,NOT DEF,2410
2013,7,44D,NOT DEF,2409.93
2014,9,339,NOT DEF,2409.56
2013,8,44D,NOT DEF,2404.95
2015,12,100,EXPENSES,2404.38
2014,6,100,EXPENSES,2402.86
2015,2,44D,NOT DEF,2401.6
2016,12,100,SALARIES AND BENEFITS,2400.52
2013,9,100,EXPENSES,2400
2014,5,100,EXPENSES,2400
2015,1,670,NOT DEF,2400
2016,10,44D,NOT DEF,2400
2018,10,44D,NOT DEF,2400
2018,12,885,NOT DEF,2400
2018,2,885,NOT DEF,2400
2019,11,885,NOT DEF,2400
2019,11,885,NOT DEF,2400
2014,10,670,NOT DEF,2399.57
2017,7,100,SALARIES AND BENEFITS,2399.11
2020,1,44D,NOT DEF,2398.82
2017,7,100,EXPENSES,2398.49
2018,2,339,NOT DEF,2398.34
2017,9,44D,NOT DEF,2396.06
2013,4,100,EXPENSES,2393.24
2012,2,100,EXPENSES,2392.5
2018,10,41Y,NOT DEF,2391.6
2012,8,44D,NOT DEF,2387.06
2013,8,339,NOT DEF,2386
2016,1,44D,NOT DEF,2385.62
2018,10,100,EXPENSES,2383.32
2012,5,339,NOT DEF,2383.3
2014,5,100,EXPENSES,2381.74
2013,11,670,NOT DEF,2380.37
2012,1,100,EXPENSES,2379.3
2013,5,100,EXPENSES,2377.65
2018,9,100,EXPENSES,2376.75
2020,2,339,NOT DEF,2376.69
2017,4,44D,NOT DEF,2373.24
2012,9,339,NOT DEF,2371.5
2015,7,100,EXPENSES,2370.91
2016,11,100,EXPENSES,2370.75
2012,6,339,NOT DEF,2370.61
2019,11,885,NOT DEF,2370
2019,11,885,NOT DEF,2370
2019,11,885,NOT DEF,2370
2019,11,885,NOT DEF,2370
2016,3,670,NOT DEF,2365.55
2019,11,100,SALARIES AND BENEFITS,2365.34
2019,11,100,SALARIES AND BENEFITS,2365.34
2014,2,339,NOT DEF,2365
2015,3,44D,NOT DEF,2361.7
2015,7,100,EXPENSES,2361.57
2011,6,339,NOT DEF,2360.67
2013,5,100,EXPENSES,2359.88
2018,5,100,EXPENSES,2357.1
2020,10,100,SALARIES AND BENEFITS,2355.69
2013,2,41Y,NOT DEF,2355.48
2015,1,41Y,NOT DEF,2354.94
2019,12,670,NOT DEF,2350
2012,9,100,EXPENSES,2342.87
2015,12,100,SALARIES AND BENEFITS,2341.35
2020,2,885,NOT DEF,2340
2016,2,44E,NOT DEF,2339.44
2017,8,100,SALARIES AND BENEFITS,2338.44
2016,4,100,SALARIES AND BENEFITS,2337.9
2016,7,100,EXPENSES,2329.56
2014,4,100,EXPENSES,2329.5
2012,4,100,EXPENSES,2327.43
2016,12,885,NOT DEF,2327.15
2017,7,100,SALARIES AND BENEFITS,2324.41
2015,9,100,EXPENSES,2323.44
2014,6,100,SALARIES AND BENEFITS,2322.98
2019,8,100,SALARIES AND BENEFITS,2321.87
2013,3,44D,NOT DEF,2320.92
2016,6,100,EXPENSES,2320.48
2017,8,100,EXPENSES,2319.15
2014,7,44D,NOT DEF,2318.32
2020,11,100,EQUIPMENT,2317.9
2019,7,44D,NOT DEF,2315.95
2014,10,339,NOT DEF,2314.24
2020,12,100,SALARIES AND BENEFITS,2313.12
2015,7,100,SALARIES AND BENEFITS,2312.37
2013,12,863,NOT DEF,2311.04
2016,10,863,NOT DEF,2310
2015,5,339,NOT DEF,2309.37
2011,6,339,NOT DEF,2307.38
2018,12,339,NOT DEF,2305
2016,9,100,EXPENSES,2304.91
2019,11,44D,NOT DEF,2301.46
2019,11,44D,NOT DEF,2301.46
2012,5,44D,NOT DEF,2300
2014,8,100,EXPENSES,2299.54
2012,3,339,NOT DEF,2299
2012,11,339,NOT DEF,2296.66
2012,10,100,EXPENSES,2295.6
2015,2,44D,NOT DEF,2293.88
2012,7,44D,NOT DEF,2293.75
2017,8,100,EXPENSES,2292.59
2014,1,100,SALARIES AND BENEFITS,2292.23
2016,4,339,NOT DEF,2292.22
2020,10,100,SALARIES AND BENEFITS,2291.39
2016,3,44D,NOT DEF,2290.37
2020,11,100,EXPENSES,2290
2019,11,44D,NOT DEF,2289.91
2019,11,44D,NOT DEF,2289.91
2012,10,100,EXPENSES,2289.39
2016,8,100,EXPENSES,2289
2016,11,100,SALARIES AND BENEFITS,2288.36
2014,1,44D,NOT DEF,2288.06
2019,5,100,EXPENSES,2287.74
2012,2,100,EXPENSES,2287.44
2020,4,339,NOT DEF,2286.8
2011,6,873,NOT DEF,2286.21
2016,6,100,EXPENSES,2283.95
2012,9,339,NOT DEF,2280.46
2012,1,863,NOT DEF,2279.5
2015,5,100,EXPENSES,2277.38
2017,5,44D,NOT DEF,2276.97
2012,4,100,SALARIES AND BENEFITS,2276.32
2014,4,44D,NOT DEF,2275.92
2018,8,100,EXPENSES,2271.5
2012,5,339,NOT DEF,2267.21
2015,9,670,NOT DEF,2267.2
2012,6,44D,NOT DEF,2266.95
2015,2,100,EXPENSES,2264.82
2016,12,100,EXPENSES,2262.84
2019,3,100,EXPENSES,2262.07
2020,12,100,EXPENSES,2261.43
2015,10,100,EXPENSES,2260.68
2014,3,100,EXPENSES,2259.83
2017,4,339,NOT DEF,2258.31
2014,4,100,EXPENSES,2256.75
2016,2,100,SALARIES AND BENEFITS,2255.36
2015,8,44D,NOT DEF,2255.28
2012,5,44D,NOT DEF,2255.16
2011,6,298,NOT DEF,2254.93
2014,7,100,SALARIES AND BENEFITS,2250
2017,8,100,EXPENSES,2250
2019,4,670,NOT DEF,2246.62
2016,8,100,SALARIES AND BENEFITS,2244.55
2013,5,100,EXPENSES,2244.12
2018,4,100,EXPENSES,2243.74
2012,4,44D,NOT DEF,2243.58
2018,2,100,EXPENSES,2242.64
2019,7,44E,SPECIAL,2240
2020,3,44D,NOT DEF,2238.57
2018,10,44D,NOT DEF,2238.49
2015,10,44D,NOT DEF,2237.54
2012,3,100,EXPENSES,2236.78
2014,4,44D,NOT DEF,2236.68
2016,2,100,EXPENSES,2233.47
2015,2,339,NOT DEF,2231
2013,3,100,EXPENSES,2230
2013,10,339,NOT DEF,2226.97
2011,6,885,NOT DEF,2224.76
2014,7,100,EXPENSES,2221.56
2018,9,44D,NOT DEF,2221.16
2018,4,100,EXPENSES,2220.03
2019,4,100,EXPENSES,2219.89
2019,9,100,SALARIES AND BENEFITS,2217.56
2020,3,100,EXPENSES,2217.11
2014,9,100,EXPENSES,2214.62
2019,2,100,EXPENSES,2214.07
2019,2,100,EXPENSES,2214.07
2012,5,100,EXPENSES,2213.43
2019,1,100,EXPENSES,2213.13
2019,1,100,EXPENSES,2213.13
2014,10,100,EXPENSES,2212.83
2012,6,44D,NOT DEF,2211.73
2020,10,863,NOT DEF,2210.85
2012,9,100,SALARIES AND BENEFITS,2207.27
2016,9,100,EXPENSES,2205.15
2015,12,100,EXPENSES,2205
2018,11,339,NOT DEF,2203.58
2019,7,100,SALARIES AND BENEFITS,2203.29
2019,7,100,EXPENSES,2202.33
2020,4,863,NOT DEF,2201.91
2019,11,100,EXPENSES,2200
2019,11,100,EXPENSES,2200
2019,10,100,EXPENSES,2199.65
2016,12,100,EXPENSES,2199.56
2016,7,863,NOT DEF,2199.12
2015,3,100,EXPENSES,2195.64
2016,10,44D,NOT DEF,2195.46
2013,10,100,EXPENSES,2194.15
2019,7,100,EXPENSES,2192.08
2018,11,885,NOT DEF,2190
2019,1,885,NOT DEF,2190
2019,1,885,NOT DEF,2190
2016,7,339,NOT DEF,2188.95
2019,1,339,NOT DEF,2188.94
2019,1,339,NOT DEF,2188.94
2014,10,100,EXPENSES,2188.15
2016,2,44D,NOT DEF,2187.41
2014,11,100,EXPENSES,2187.35
2013,8,100,SALARIES AND BENEFITS,2186.1
2020,4,100,EXPENSES,2183.45
2013,7,100,EXPENSES,2183.28
2015,4,44D,NOT DEF,2182.92
2012,1,44D,NOT DEF,2180.91
2013,4,339,NOT DEF,2179.83
2013,4,44D,NOT DEF,2178.49
2020,2,100,EXPENSES,2177.86
2019,5,100,EXPENSES,2177.44
2018,12,100,EXPENSES,2176.97
2017,5,44D,NOT DEF,2174.96
2013,1,100,SALARIES AND BENEFITS,2173.92
2012,7,339,NOT DEF,2170.64
2015,11,100,EXPENSES,2170.25
2014,12,100,EXPENSES,2168.28
2018,11,339,NOT DEF,2167.42
2018,12,339,NOT DEF,2167.42
2019,2,100,SALARIES AND BENEFITS,2166.87
2019,2,100,SALARIES AND BENEFITS,2166.87
2013,8,339,NOT DEF,2164.04
2020,10,100,EXPENSES,2162.8
2014,2,339,NOT DEF,2160.92
2013,8,44D,NOT DEF,2160.78
2017,7,863,NOT DEF,2160.7
2017,5,100,SALARIES AND BENEFITS,2160.25
2012,6,339,NOT DEF,2160
2014,5,339,NOT DEF,2160
2015,6,339,NOT DEF,2160
2017,9,339,NOT DEF,2160
2017,5,885,NOT DEF,2160
2016,8,100,EXPENSES,2159.6
2018,1,670,NOT DEF,2159.55
2013,7,339,NOT DEF,2158.16
2012,2,100,EXPENSES,2156.51
2018,4,863,NOT DEF,2155.75
2012,10,100,EXPENSES,2155.39
2019,4,100,EXPENSES,2154.5
2016,11,100,EXPENSES,2153.69
2014,7,339,NOT DEF,2153.04
2015,11,100,EXPENSES,2152.75
2016,10,100,EXPENSES,2152.2
2016,12,100,EXPENSES,2149.95
2016,7,44D,NOT DEF,2147.51
2016,11,100,EXPENSES,2147.35
2013,8,100,EXPENSES,2146.33
2011,6,339,NOT DEF,2144.1
2015,9,670,NOT DEF,2143.9
2012,9,44D,NOT DEF,2141.01
2016,2,339,NOT DEF,2140.27
2020,2,885,NOT DEF,2140
2013,4,100,SALARIES AND BENEFITS,2135.88
2016,3,100,SALARIES AND BENEFITS,2133.83
2016,9,44D,NOT DEF,2131.38
2014,1,100,EXPENSES,2129.63
2015,5,100,EXPENSES,2124.74
2014,5,44D,NOT DEF,2124.27
2020,3,100,EXPENSES,2121.39
2019,2,339,SPECIAL,2113.88
2019,2,339,SPECIAL,2113.88
2013,3,339,NOT DEF,2113.41
2012,3,100,SALARIES AND BENEFITS,2113.08
2019,1,339,NOT DEF,2112.86
2019,1,339,NOT DEF,2112.86
2017,7,339,NOT DEF,2108.9
2020,4,100,EXPENSES,2103.28
2015,11,44F,NOT DEF,2103
2015,10,100,EXPENSES,2102.99
2013,5,100,SALARIES AND BENEFITS,2102.87
2019,2,100,EXPENSES,2100.35
2019,2,100,EXPENSES,2100.35
2015,3,670,NOT DEF,2100
2017,7,41Y,NOT DEF,2100
2019,2,885,NOT DEF,2100
2019,2,885,NOT DEF,2100
2019,7,885,NOT DEF,2100
2015,7,100,EXPENSES,2099.34
2013,8,100,EXPENSES,2095.65
2016,1,100,EXPENSES,2092.71
2013,3,339,NOT DEF,2092.6
2016,11,100,SALARIES AND BENEFITS,2092.17
2014,4,100,EXPENSES,2090.88
2014,2,100,EXPENSES,2090.17
2015,10,100,SALARIES AND BENEFITS,2088.97
2012,9,100,SALARIES AND BENEFITS,2088.13
2018,10,100,EXPENSES,2083.03
2018,4,670,NOT DEF,2076.8
2015,11,44D,NOT DEF,2074.54
2015,8,44D,NOT DEF,2074.16
2015,11,100,EXPENSES,2073.82
2019,11,339,NOT DEF,2070.9
2019,11,339,NOT DEF,2070.9
2017,4,885,NOT DEF,2070
2018,4,885,NOT DEF,2070
2019,12,100,EXPENSES,2070
2018,9,100,EXPENSES,2068.75
2014,7,339,NOT DEF,2067.82
2020,12,670,NOT DEF,2066.1
2016,7,44D,NOT DEF,2065.76
2019,8,100,EXPENSES,2064.05
2015,10,100,EXPENSES,2063.28
2016,2,339,NOT DEF,2061.49
2020,2,100,EXPENSES,2061.34
2020,1,100,EXPENSES,2060.82
2014,5,44D,NOT DEF,2060
2018,9,44D,NOT DEF,2058.35
2020,2,100,EXPENSES,2055.86
2015,6,100,EXPENSES,2054.87
2015,9,100,EXPENSES,2053.92
2016,7,100,EXPENSES,2045.4
2013,9,100,EXPENSES,2044.04
2020,3,44D,NOT DEF,2043
2016,6,100,EXPENSES,2041.05
2017,5,885,NOT DEF,2040
2019,12,885,NOT DEF,2040
2016,6,100,EXPENSES,2039.35
2015,4,339,NOT DEF,2038.23
2012,2,100,SALARIES AND BENEFITS,2035.57
2018,9,100,EXPENSES,2032.81
2013,10,100,SALARIES AND BENEFITS,2031.31
2013,9,100,SALARIES AND BENEFITS,2029.57
2014,2,670,NOT DEF,2028.05
2017,5,44D,NOT DEF,2027.79
2013,8,100,EXPENSES,2027.1
2013,1,863,NOT DEF,2025.28
2012,6,100,SALARIES AND BENEFITS,2023.53
2016,11,100,EXPENSES,2022.44
2018,5,100,EXPENSES,2020.8
2014,5,670,NOT DEF,2019.41
2013,12,339,NOT DEF,2018.24
2013,3,100,EXPENSES,2018.19
2020,2,100,EXPENSES,2017.62
2012,8,100,EXPENSES,2017.43
2016,3,44D,NOT DEF,2016.7
2012,4,100,EXPENSES,2016.34
2012,4,100,EXPENSES,2016.04
2014,8,100,EXPENSES,2015.66
2015,12,339,NOT DEF,2015.34
2013,1,100,EXPENSES,2011.07
2013,12,100,EXPENSES,2007.02
2012,3,44D,NOT DEF,2006.82
2013,2,863,NOT DEF,2006.03
2020,11,885,NOT DEF,2006
2017,8,100,EXPENSES,2003.78
2017,4,100,EXPENSES,2002.83
2014,4,44D,NOT DEF,2002.33
2016,6,339,NOT DEF,2000.8
2018,5,885,NOT DEF,2000
2018,9,100,EXPENSES,2000
2018,10,885,NOT DEF,2000
2018,12,885,NOT DEF,2000
2016,9,100,EXPENSES,1999.7
2012,1,44D,NOT DEF,1998.63
2020,2,100,SALARIES AND BENEFITS,1998.48
2014,1,44D,NOT DEF,1997.33
2018,9,670,NOT DEF,1995.14
2013,5,44D,NOT DEF,1995
2014,10,100,EXPENSES,1993.38
2015,9,100,SALARIES AND BENEFITS,1993.04
2018,5,44D,NOT DEF,1990.87
2019,10,885,NOT DEF,1990
2018,12,44D,SPECIAL,1988.3
2011,6,44F,NOT DEF,1987
2015,11,100,EXPENSES,1986.89
2015,5,44D,NOT DEF,1985.36
2020,11,100,EXPENSES,1981.95
2016,3,44D,NOT DEF,1981.01
2014,2,339,NOT DEF,1980
2012,1,100,EXPENSES,1979.78
2011,6,885,NOT DEF,1977.5
2019,7,339,SPECIAL,1976.74
2019,10,44F,NOT DEF,1973.85
2014,11,100,EXPENSES,1973.29
2012,12,44D,NOT DEF,1971.95
2013,12,670,NOT DEF,1971.69
2017,5,670,NOT DEF,1971.38
2013,2,100,EXPENSES,1970.57
2018,3,100,SALARIES AND BENEFITS,1968.35
2017,4,863,NOT DEF,1968.2
2019,4,100,SALARIES AND BENEFITS,1968.01
2013,2,339,NOT DEF,1967.69
2016,10,339,NOT DEF,1967.47
2020,4,339,NOT DEF,1965.4
2016,7,339,NOT DEF,1964.71
2014,8,100,EXPENSES,1963.36
2019,5,44D,SPECIAL,1963.12
2019,12,100,EXPENSES,1960.07
2013,2,100,EXPENSES,1959.94
2012,4,26D,NOT DEF,1957.5
2013,4,26D,NOT DEF,1957.5
2013,3,26D,NOT DEF,1957.5
2019,10,44D,NOT DEF,1952.75
2018,8,100,EXPENSES,1951.99
2020,12,100,EXPENSES,1950.53
2017,5,44D,NOT DEF,1950
2017,5,885,NOT DEF,1950
2017,5,100,EXPENSES,1948.31
2016,9,100,EXPENSES,1947.1
2019,2,339,NOT DEF,1946.39
2019,2,339,NOT DEF,1946.39
2020,3,100,SALARIES AND BENEFITS,1945.46
2018,2,100,SALARIES AND BENEFITS,1944.37
2018,1,339,NOT DEF,1943.1
2019,1,100,EXPENSES,1933.92
2019,1,100,EXPENSES,1933.92
2018,5,100,SALARIES AND BENEFITS,1933.53
2020,1,339,NOT DEF,1932.45
2014,11,100,EXPENSES,1931.99
2014,7,100,SALARIES AND BENEFITS,1929.69
2013,2,100,SALARIES AND BENEFITS,1927
2019,5,100,EXPENSES,1925.35
2015,5,100,EXPENSES,1925
2018,12,100,EXPENSES,1924.41
2016,11,100,EXPENSES,1923.48
2018,5,339,NOT DEF,1922.83
2019,7,44D,NOT DEF,1922.68
2014,2,100,EXPENSES,1920.51
2016,2,885,NOT DEF,1920
2018,9,885,NOT DEF,1920
2018,1,885,NOT DEF,1920
2013,4,44D,NOT DEF,1916.6
2013,2,100,EXPENSES,1915.63
2014,5,100,EXPENSES,1914.24
2012,5,44D,NOT DEF,1914
2014,1,670,NOT DEF,1913.06
2018,5,44F,NOT DEF,1911.6
2015,7,100,SALARIES AND BENEFITS,1910.16
2020,12,44D,NOT DEF,1908.31
2019,9,100,EXPENSES,1907.12
2018,9,100,EXPENSES,1906.61
2016,10,339,NOT DEF,1905.26
2014,12,44D,NOT DEF,1905
2020,11,44D,NOT DEF,1903.84
2018,11,339,NOT DEF,1903.21
2018,4,100,EXPENSES,1902.62
2016,5,44D,NOT DEF,1901.1
2019,2,885,NOT DEF,1900
2019,2,885,NOT DEF,1900
2012,4,100,EXPENSES,1899.65
2012,11,100,EXPENSES,1895.65
2018,2,100,EXPENSES,1895.28
2014,11,44D,NOT DEF,1895
2012,9,44D,NOT DEF,1894.2
2013,5,100,SALARIES AND BENEFITS,1893.45
2017,5,100,EXPENSES,1893.25
2013,1,44D,NOT DEF,1891.9
2018,9,100,EXPENSES,1891.43
2015,2,100,EXPENSES,1891.18
2019,2,885,NOT DEF,1890
2019,2,885,NOT DEF,1890
2020,12,44D,NOT DEF,1890
2016,4,100,EXPENSES,1888.52
2018,3,100,EXPENSES,1888.2
2014,3,100,SALARIES AND BENEFITS,1886.75
2020,11,44D,NOT DEF,1886.66
2019,3,100,EXPENSES,1886.19
2012,11,44D,NOT DEF,1883.86
2016,11,339,NOT DEF,1883.64
2016,4,100,EXPENSES,1883.09
2016,1,100,EXPENSES,1881.44
2015,1,44D,NOT DEF,1879.35
2015,2,44D,NOT DEF,1879.35
2017,8,100,SALARIES AND BENEFITS,1878.44
2019,10,44D,NOT DEF,1877.94
2012,2,670,NOT DEF,1873.67
2012,1,100,EXPENSES,1872.27
2012,6,44D,NOT DEF,1870.79
2012,12,100,SALARIES AND BENEFITS,1867.98
2012,6,44F,NOT DEF,1866.89
2014,5,44F,NOT DEF,1862.72
2014,11,44E,NOT DEF,1861.08
2015,11,100,EXPENSES,1860.75
2015,11,339,NOT DEF,1860.31
2018,12,885,NOT DEF,1860
2013,10,100,EXPENSES,1859.08
2014,6,670,NOT DEF,1858.37
2016,5,44D,NOT DEF,1851.23
2019,1,100,SALARIES AND BENEFITS,1850.94
2019,1,100,SALARIES AND BENEFITS,1850.94
2013,3,44D,NOT DEF,1850.65
2016,11,100,EXPENSES,1850
2016,4,100,EXPENSES,1850
2020,3,100,EXPENSES,1850
2012,9,44D,NOT DEF,1849.02
2017,7,44D,NOT DEF,1848.63
2015,12,670,NOT DEF,1843.71
2014,7,100,SALARIES AND BENEFITS,1842.01
2012,5,100,EXPENSES,1840.96
2019,8,100,EXPENSES,1840
2013,10,100,EXPENSES,1838.22
2013,11,100,EXPENSES,1837.64
2016,4,44D,NOT DEF,1835.87
2015,12,100,EXPENSES,1835.5
2015,3,44D,NOT DEF,1835.06
2016,12,339,NOT DEF,1832.8
2012,7,100,EXPENSES,1832.19
2013,9,863,NOT DEF,1829.4
2012,8,100,SALARIES AND BENEFITS,1826.95
2012,2,44D,NOT DEF,1826.4
2016,6,100,EXPENSES,1823.82
2016,3,100,EXPENSES,1823.52
2015,2,100,EXPENSES,1822.69
2018,9,100,EXPENSES,1821.12
2013,10,100,EXPENSES,1820
2015,9,100,EXPENSES,1819.25
2018,2,863,NOT DEF,1815.97
2018,2,339,NOT DEF,1815.47
2016,2,100,SALARIES AND BENEFITS,1815.18
2014,3,339,NOT DEF,1812.79
2016,8,100,EXPENSES,1811.9
2019,1,44F,NOT DEF,1810.95
2019,1,44F,NOT DEF,1810.95
2015,8,339,NOT DEF,1810.4
2012,8,670,NOT DEF,1808.45
2016,6,100,EXPENSES,1807.67
2013,5,100,EXPENSES,1806.06
2019,10,100,EXPENSES,1802.31
2019,8,339,NOT DEF,1801.8
2012,1,44D,NOT DEF,1800.99
2012,7,100,SALARIES AND BENEFITS,1800
2017,7,100,SALARIES AND BENEFITS,1800
2018,12,885,NOT DEF,1800
2014,3,44D,NOT DEF,1796.87
2014,3,100,EXPENSES,1793.23
2012,9,339,NOT DEF,1791.08
2020,12,863,NOT DEF,1790.54
2014,2,100,SALARIES AND BENEFITS,1788.32
2012,6,100,EXPENSES,1787.5
2014,11,44D,NOT DEF,1786.64
2015,3,100,EXPENSES,1786.02
2016,8,339,NOT DEF,1785.42
2020,1,863,NOT DEF,1782.88
2018,2,100,EXPENSES,1782.82
2018,8,100,EXPENSES,1781.25
2014,6,100,EXPENSES,1779.9
2015,2,100,SALARIES AND BENEFITS,1779.16
2015,8,100,EXPENSES,1779.15
2014,6,339,NOT DEF,1779
2016,9,100,EXPENSES,1778.81
2016,10,100,SALARIES AND BENEFITS,1778.72
2019,12,100,SALARIES AND BENEFITS,1778.64
2018,2,100,EXPENSES,1778.09
2015,10,100,SALARIES AND BENEFITS,1777.73
2020,11,100,EXPENSES,1776.9
2012,10,339,NOT DEF,1775.6
2018,11,100,EXPENSES,1774.63
2015,7,100,SALARIES AND BENEFITS,1768.35
2013,11,885,NOT DEF,1766.9
2015,5,100,EXPENSES,1765.59
2013,3,100,EXPENSES,1764.18
2014,11,100,EXPENSES,1760.59
2019,10,100,EXPENSES,1759.12
2014,4,100,EXPENSES,1758.28
2020,1,100,EXPENSES,1757.39
2020,11,100,EXPENSES,1756.95
2019,3,44D,NOT DEF,1756.93
2015,1,100,SALARIES AND BENEFITS,1756.37
2016,11,100,EXPENSES,1756.19
2018,4,100,SALARIES AND BENEFITS,1755.86
2016,9,44D,NOT DEF,1754.05
2017,7,100,SALARIES AND BENEFITS,1751.65
2018,3,100,EXPENSES,1751.34
2019,2,339,NOT DEF,1750.52
2019,2,339,NOT DEF,1750.52
2015,9,100,EXPENSES,1750
2020,11,670,NOT DEF,1750
2016,7,100,EXPENSES,1747.74
2014,11,100,EXPENSES,1746.1
2012,12,100,EXPENSES,1742.8
2015,5,44D,NOT DEF,1742.13
2020,11,100,EXPENSES,1740.32
2018,9,44D,NOT DEF,1740
2019,12,885,NOT DEF,1740
2019,8,885,NOT DEF,1740
2012,1,100,EXPENSES,1739.02
2015,11,44D,NOT DEF,1738.24
2015,5,44D,NOT DEF,1733.61
2018,10,100,SALARIES AND BENEFITS,1732.52
2015,11,100,EXPENSES,1730.43
2014,9,670,NOT DEF,1729.97
2018,12,100,SALARIES AND BENEFITS,1729.58
2019,10,100,EXPENSES,1729.35
2020,3,100,EXPENSES,1727.8
2016,7,670,NOT DEF,1727.65
2016,8,44D,NOT DEF,1727.43
2014,7,100,EXPENSES,1726
2014,9,44D,NOT DEF,1725.75
2019,5,100,EXPENSES,1725
2011,6,885,NOT DEF,1724.39
2014,2,339,NOT DEF,1724.23
2020,4,100,EXPENSES,1724
2014,12,100,EXPENSES,1723.36
2016,8,100,EXPENSES,1721.7
2019,7,100,SALARIES AND BENEFITS,1720.75
2014,6,100,EXPENSES,1720.02
2017,4,100,EXPENSES,1719.74
2013,9,100,EXPENSES,1717.48
2015,12,100,EXPENSES,1717.47
2017,7,44D,NOT DEF,1716.44
2020,11,44D,NOT DEF,1716.42
2017,8,339,NOT DEF,1716.22
2017,7,670,NOT DEF,1715.66
2015,8,100,SALARIES AND BENEFITS,1714.38
2012,1,100,EXPENSES,1712.99
2013,3,100,EXPENSES,1712.89
2016,3,100,EXPENSES,1712.51
2015,7,100,SALARIES AND BENEFITS,1711.98
2012,7,100,SALARIES AND BENEFITS,1710.29
2019,1,885,NOT DEF,1710
2019,1,885,NOT DEF,1710
2014,7,100,SALARIES AND BENEFITS,1708.89
2019,2,100,EQUIPMENT,1700.54
2019,2,100,EQUIPMENT,1700.54
2014,7,100,EXPENSES,1700.35
2018,2,44D,NOT DEF,1700.13
2011,6,41Y,NOT DEF,1697.84
2016,1,44D,NOT DEF,1696.74
2013,9,339,NOT DEF,1696.4
2014,3,339,NOT DEF,1695.95
2015,3,339,NOT DEF,1692
2014,8,100,SALARIES AND BENEFITS,1688.19
2020,2,44D,NOT DEF,1686.61
2014,4,100,EXPENSES,1686.01
2018,9,670,NOT DEF,1684.67
2015,12,44D,NOT DEF,1684.6
2017,7,100,EXPENSES,1684.57
2012,10,44D,NOT DEF,1683.13
2019,7,44D,NOT DEF,1680
2014,9,100,SALARIES AND BENEFITS,1677.65
2015,10,339,NOT DEF,1676.5
2012,4,100,EXPENSES,1674.01
2016,11,44D,NOT DEF,1673.26
2020,2,100,EXPENSES,1673.05
2014,6,100,SALARIES AND BENEFITS,1671.53
2012,5,339,NOT DEF,1671.31
2015,8,100,EXPENSES,1671.23
2014,7,100,EXPENSES,1669.7
2016,1,100,EXPENSES,1669.2
2013,11,44D,NOT DEF,1669.13
2019,4,100,EXPENSES,1666.1
2020,11,885,NOT DEF,1666
2020,11,885,NOT DEF,1666
2013,8,100,EXPENSES,1663.92
2016,9,339,NOT DEF,1663.37
2012,5,339,NOT DEF,1662.87
2012,8,100,SALARIES AND BENEFITS,1662.8
2012,12,100,SALARIES AND BENEFITS,1662.69
2014,5,44D,NOT DEF,1662.55
2014,7,100,SALARIES AND BENEFITS,1662.23
2013,10,670,NOT DEF,1662.12
2013,11,863,NOT DEF,1655.45
2013,1,339,NOT DEF,1652.57
2012,1,44D,NOT DEF,1652.47
2019,3,100,EXPENSES,1650.54
